hip_flexion_angle,knee_flexion_angle,ankle_rotation_angle,angular_velocity,linear_acceleration,ground_reaction_force,postural_instability_index,biomechanical_deviation_score,fatigue_level,injury_risk
57.454011884736246,52.21595146063436,-21.446488463768464,4.199866468148939,8.622738586425532,1680.9065608323262,0.648256954077822,0.03879945472888746,0.7202679239473956,0
115.07143064099162,95.02811368540297,-22.771908083520017,4.881747684552548,12.100941706569795,1920.3069781250642,0.17238636210516622,0.18677252823112933,0.6872830044131277,0
93.1993941811405,134.75350030516898,36.562912246893305,1.8775734433587443,11.42639785387337,3063.642179606541,0.8723945633548149,0.8312458050899425,0.09575419866335766,0
79.86584841970367,117.86698636914734,-22.540842013544452,3.936807547838494,2.393108579937228,1520.0131581796763,0.6131162390692415,0.7667683563383357,0.9225724049058001,0
35.601864044243655,126.78733774337397,-20.52452464842321,3.6446029072906176,2.3238170991479614,3108.949054436514,0.15720388355695425,0.3506426914571469,0.5684722021568196,0
35.59945203362027,109.05400400528609,23.345843617616737,5.080567072335491,4.095798079399208,764.4032929300745,0.9623380574812068,0.3768106277742125,0.36372552113568424,0
25.808361216819947,113.0731877421423,-4.5234141794514,5.483478832646933,5.480013422481454,2830.395311625892,0.5183654633353206,0.5335544335535795,0.7565385834953067,1
106.61761457749351,131.90347818783832,24.903950125966304,0.5668622431256274,6.185988162986391,3042.642899164209,0.072898451871655,0.0002410046851345493,0.25736545840163405,0
80.11150117432088,59.96016106310231,-39.11704581920533,4.20710955482336,10.227488530816844,1045.4529585120163,0.6268329044150672,0.24124433603802786,0.6935098370463204,0
90.80725777960456,88.73099563717686,-1.1185925693954104,0.7850968951585096,0.9445384392709475,1791.0395971166013,0.2531989070128102,0.20823180860821444,0.03971120757224722,0
22.058449429580243,56.54513301835227,-41.974775983504564,3.5187226579254576,0.6166232929683891,996.4993239909668,0.8036934518773025,0.25048294674976346,0.839408037609272,0
116.99098521619943,148.52016095959766,-39.36121168901809,2.08198000974023,5.939467387864244,2619.812386982653,0.8178220735661906,0.8059058425334413,0.4481708470213185,0
103.24426408004217,143.28712076239358,36.57937080099698,2.1872712973717765,10.48773901285591,2106.04330418497,0.9789473558546619,0.27967385654644317,0.6366929143579417,0
41.23391106782762,34.73121736422071,-32.467916599416434,2.4412717689879613,2.9821866100515906,2405.970040124963,0.5018695310245037,0.19152132205014816,0.22123781980668367,0
38.18249672071006,114.66902070188262,2.917861404769539,3.9171084697728555,9.65841677071815,1089.4609008686334,0.45495687972773713,0.5042634607930315,0.677073712658448,0
38.34045098534338,141.0297980898799,-8.001395765936408,2.3372748111782307,3.9714392553104623,1135.2375861572586,0.7534756054464806,0.8656450363727319,0.7722402758932766,0
