heart_rate_bpm,oxygen_saturation_spo2,skin_temperature_celsius,muscle_activation_emg,training_load,hydration_level,stress_index,sensor_fatigue_index,injury_event
178.33303153936382,93.73640818466698,35.198183368929534,0.6888756893806504,488.44293674198633,0.0731750987680021,0.49967024372905344,0.004401609003786278,0
125.92366504563223,93.32912096231404,32.827392930382004,0.17202931278934297,57.7278457980663,0.08947838298241739,0.7467467725125942,0.00033015925947643687,0
152.86288669787137,91.7615391250286,35.547457434503684,0.3180968303083651,476.44324388649005,0.6519737139229607,0.5626667806563331,0.4722634607952153,0
113.86652022629936,96.07266670101488,33.888713742301746,0.7963114118313257,215.9048407321151,0.48694071323924826,0.08330258311179639,0.02929370500537065,0
140.05466796822915,94.7662416050863,32.31409260085761,0.5758172683109377,54.54068225984668,0.7904152503192102,0.1855802367835554,0.9745325536623746,0
100.97775155185101,98.65700992324004,37.69193694623939,0.9351721556083402,360.1207542760287,0.9162708373435314,0.21932818403091914,0.22206517454139196,0
95.65646767103513,90.32109580482059,35.84894221438573,0.4858762675072189,491.2431368141094,0.38836687767154754,0.2578642536448449,0.4726647293648447,0
133.06102113288435,96.43867927555127,37.26151359122508,0.8828311292325307,484.5315752769166,0.5964100265846463,0.5654033919505043,0.06113763001222361,0
122.24750601483734,97.62948878511561,36.05633603007952,0.5040598937304138,122.4216550410883,0.5006966277953099,0.5039657798253935,0.5220484161712585,0
133.23740983524743,97.59486569188307,34.14190215284068,0.9813234508317867,131.56151272976973,0.9816106556424329,0.20316003836420893,0.3799561251474085,0
93.6991784737481,98.86073967095525,35.07612843397287,0.9638509432589891,304.49251157884703,0.8310844073565952,0.06755484345568707,0.044660028877223756,0
104.53930729529435,97.29033742829495,36.054480562083064,0.3962230350004723,336.787171892746,0.9117377082773536,0.17143220447471808,0.33512426669622475,0
66.32622468490275,99.27810061647696,37.76151395120863,0.8973313033751229,382.7380611496395,0.2543400875776042,0.9843813126186033,0.3914360202228556,0
62.05731025674777,93.32656599820892,33.52201675473018,0.8628502367940843,131.4726622124664,0.7725264231625943,0.46854694979147227,0.98992149127494,0
89.2167125058572,95.03209416751542,37.24986235174471,0.2896123575948065,481.55318904399553,0.2654732249976489,0.8673455047021125,0.20788587191937546,0
65.02332600962367,90.14079663282891,37.54446683176562,0.6618613607049427,337.432665330157,0.2087425334283899,0.8487524666688433,0.5447796153700997,0
69.00958566569,90.06957587303292,36.02249308795374,0.16541408403083338,431.1711134917497,0.9442661596555508,0.5115195574628737,0.9873155491986286,0
164.7453347281815,92.4012662045152,37.587599764408026,0.8530396485251155,293.0295718778773,0.019304416717866646,0.7066877084605435,0.7920192079401351,1
60.247949097253056,91.00807197139085,34.38727152486421,0.2570912951531469,236.42458141544716,0.9653887036634297,0.19275201041271228,0.9933675008820889,0
143.95727718119028,92.60211367935753,37.718097056242655,0.16373323124718808,489.73230796774817,0.1492618969888062,0.6883967049269083,0.9682983146601692,0
91.79529609007906,91.77043294528397,36.21669726299585,0.4601971859849301,311.9546168689262,0.8194380817932682,0.2723845792632895,0.4895395420941543,0
172.65866689559707,90.28520024838649,32.25203460451287,0.6192299247396791,440.0931122596305,0.2759225530681031,0.8320620967541508,0.6963758498705658,0
120.47395841796244,99.09304146406049,37.44123699091432,0.8694252627037939,478.98157836483045,0.3507023274307274,0.08372413310890992,0.1104431269411511,0
96.25282200925648,90.08223131388891,34.906836854199156,0.9768182729695628,353.9095821538967,0.21675771132198496,0.7731386728852775,0.44114882504680186,0
124.88125631807367,97.36082144337085,34.761961908667,0.4955432613128773,297.02240533340375,0.5855140424810796,0.09993690656861953,0.8090185422666974,0
106.5643325711113,91.52147886919516,35.39879963587781,0.1544022306867432,51.57988290979278,0.3480955475078741,0.881189236894309,0.5053353209771434,0
131.18064373042708,99.122296219996,32.89630728062737,0.7742040211232836,68.0088383325527,0.6573930394946632,0.3042045181350037,0.7026990328172319,0
70.46193722405701,98.92795939589885,34.81499629140439,0.6086559306015437,140.38304722300234,0.015647317942065975,0.6543933648305748,0.745751329984277,0
189.5937178796944,96.53901146369257,36.98676330030648,0.5031022103600168,133.70379433519787,0.06437488351503962,0.48750227862027984,0.2534691412428939,0
112.45004348905687,96.72234149800605,32.09289475482509,0.3783419909129707,164.6414578399304,0.09966115273124865,0.366303145262339,0.8756993729425655,0
102.01113636049477,90.05339141969688,33.637502961946225,0.5521586750591821,187.22058696394737,0.41899368531023107,0.6454418331834965,0.45982243090917896,0
150.87832952269576,99.84871566113603,32.014727518663065,0.40481164401132785,212.02947209782772,0.8147961726599761,0.947522980551238,0.21018510362154375,0
104.12641987686987,98.77832603575814,34.49426785489909,0.7813106809726242,239.24196053099445,0.8881779103783827,0.04126974737462186,0.8654158817884438,0
167.49203117888229,98.95106225730092,36.369893062962404,0.589504326843377,94.4898523052066,0.24481074006090076,0.9188528558831043,0.41781880610625366,0
116.32654778865741,96.59244537050871,36.79263097468777,0.8891629967387008,69.06286937875191,0.574369724239014,0.6090816550210135,0.7503124383797197,0
152.1403857908337,93.44786928654537,37.67113856676204,0.5891895231844979,353.27500208286057,0.7683649926926005,0.8073143007690523,0.5480330722215929,0
69.50618421965468,98.93648649090481,35.65102767782472,0.31443617200593704,291.80067117938495,0.2888294299196087,0.3838749534342776,0.38187175223450043,0
169.2260900499401,92.91516928151192,33.52776119991737,0.86598269400893,249.86489099905384,0.4090077367362732,0.4718429748376137,0.8098764150385693,1
154.32192821504484,95.62711543342203,37.54488769482019,0.6014971404370395,335.49797352575854,0.5239742026857139,0.868850751801164,0.584469931644613,0
