hip_flexion_angle,knee_flexion_angle,ankle_rotation_angle,angular_velocity,linear_acceleration,ground_reaction_force,postural_instability_index,biomechanical_deviation_score,fatigue_level,injury_risk,movement_intensity,biomechanical_risk_index,movement_asymmetry,fatigue_grf_interaction
57.454011884736246,52.21595146063436,-21.446488463768464,4.199866468148939,8.622738586425532,1680.9065608323262,0.648256954077822,0.0387994547288874,0.7202679239473956,0,36.214350652742574,0.3435282044033547,5.238060424101889,1210.7030789202563
115.07143064099162,95.02811368540296,-22.771908083520017,4.881747684552548,12.100941706569795,1920.306978125064,0.1723863621051662,0.1867725282311293,0.6872830044131277,0,59.07374415695246,0.17957944516814775,20.043316955588665,1319.7943493212883
93.1993941811405,134.75350030516898,36.562912246893305,1.8775734433587443,11.42639785387337,3063.642179606541,0.8723945633548149,0.8312458050899425,0.0957541986633576,0,21.45390116368399,0.8518201842223787,41.55410612402848,293.35660189948663
79.86584841970367,117.86698636914734,-22.54084201354445,3.936807547838494,2.393108579937228,1520.0131581796763,0.6131162390692415,0.7667683563383357,0.9225724049058,0,9.421207920293938,0.6899422977037886,38.001137949443674,1402.3221948302842
35.601864044243655,126.78733774337395,-20.52452464842321,3.6446029072906176,2.3238170991479614,3108.949054436514,0.1572038835569542,0.3506426914571469,0.5684722021568196,0,8.46939055556631,0.2539232875070505,91.1854736991303,1767.3511153688871
35.59945203362027,109.05400400528607,23.345843617616737,5.080567072335491,4.095798079399208,764.4032929300745,0.9623380574812068,0.3768106277742125,0.3637255211356842,0,20.808976857130563,0.6695743426277097,73.45455197166581,278.0329860788244
25.808361216819947,113.0731877421423,-4.5234141794514,5.483478832646933,5.480013422481454,2830.395311625892,0.5183654633353206,0.5335544335535795,0.7565385834953067,1,30.049537604798125,0.52595994844445,87.26482652532235,2141.3032597892097
106.61761457749353,131.90347818783832,24.903950125966304,0.5668622431256274,6.185988162986391,3042.642899164209,0.072898451871655,0.0002410046851345,0.257365458401634,0,3.5066031260190447,0.03656972827839475,25.28586361034479,783.0711844958734
80.11150117432088,59.96016106310231,-39.11704581920533,4.20710955482336,10.227488530816844,1045.4529585120165,0.6268329044150672,0.2412443360380278,0.6935098370463204,0,43.02816471984587,0.4340386202265475,20.151340111218566,725.0319108972622
90.80725777960456,88.73099563717686,-1.1185925693954104,0.7850968951585096,0.9445384392709476,1791.0395971166013,0.2531989070128102,0.2082318086082144,0.0397112075722472,0,0.7415541960294854,0.23071535781051233,2.0762621424276944,71.12434521121135
22.058449429580243,56.54513301835227,-41.97477598350456,3.5187226579254576,0.6166232929683891,996.4993239909668,0.8036934518773025,0.2504829467497634,0.839408037609272,0,2.169726352372478,0.5270881993135329,34.486683588772024,836.4695420302236
116.99098521619943,148.52016095959766,-39.36121168901809,2.08198000974023,5.939467387864244,2619.812386982653,0.8178220735661906,0.8059058425334413,0.4481708470213185,0,12.365852370037379,0.8118639580498159,31.529175743398227,1174.1235365109578
103.24426408004216,143.28712076239358,36.57937080099698,2.1872712973717765,10.48773901285591,2106.04330418497,0.978947355854662,0.2796738565464431,0.6366929143579417,0,22.93953051714594,0.6293106062005526,40.04285668235143,1340.9028491055578
41.23391106782762,34.73121736422071,-32.467916599416434,2.4412717689879613,2.9821866100515906,2405.970040124963,0.5018695310245037,0.1915213220501481,0.2212378198066836,0,7.280327980972858,0.3466954265373259,6.502693703606909,532.2915661974458
