heart_rate_bpm,oxygen_saturation_spo2,skin_temperature_celsius,muscle_activation_emg,training_load,hydration_level,stress_index,sensor_fatigue_index,fatigue_adjusted_load,physiological_stress_score,recovery_index,cardiovascular_load
-1.129796131982754,-1.702156988862955,-0.8635379123592736,0.7154753578838066,-0.5985608220687422,-1.1013999349922037,-0.43553720857423167,-0.7418497272505234,-0.7287449456941623,-0.10819409931919531,-0.6118526780989648,-0.8984161084840362
-1.0277009799880492,-0.10672741663517528,1.4686023351575157,1.5772507449511897,-0.709339474617547,0.7114293371250198,1.686986560211243,-1.1088307161632238,-0.8972277500379302,0.24553097185662207,-1.0876579766860333,-0.9213655113858644
-0.040192655583858844,-1.1431038294731872,1.247413988135982,-1.4833667209185366,0.10983545319864697,-0.6317505637096404,1.1582625140373306,1.302148930536561,0.5639502542279191,1.1562676951180588,-0.8990599320239746,0.06310508044871684
-1.3283785741843048,-0.3902056347183505,0.9732511589765986,0.15511056278973506,-1.2897482611234568,1.3096092289143775,0.9786353528234333,-0.21189030555423546,-1.1911148251899464,-0.17661772987142957,-0.27849405641726577,-1.2951557311777715
-1.2722477044382965,-1.44847835830259,-0.7894548919119506,1.1016574931374354,-1.034665869259009,-1.4815216284811492,0.5233060518471826,0.7281990639263655,-0.8105053548977508,0.16449856364264734,-1.0156220943424474,-1.161202492326147
-1.0275672097612678,-1.2932510491538163,0.9540716170443794,0.3670326696570254,-0.31610880217225373,-0.7895274325210194,0.2935812560335614,-1.3589015230502974,-0.6933511058697692,0.12889777250389325,-0.6239764910616887,-0.7071183972394007
1.5358537911682513,0.7450938558093765,0.6598729666599242,0.6103637381349013,-0.06345559141636668,-0.39582468715793634,0.06738587753261874,1.0640809741379968,0.2905850131461672,0.6753478822570906,-0.3015621437140357,0.7156334160310175
1.2170176300792974,1.1762583738243346,-0.11049872072258542,0.48714785750087936,-0.549879465327491,-1.4593204249427412,-0.6965837825472009,0.30168701981438073,-0.42588745994285654,-0.1521298896280754,-0.8675178827823651,0.01516870804068332
-1.241883988088571,0.39127640568742594,-0.39223562548043034,-0.7485488277288567,-1.6562977311233265,-0.16914954350105188,-1.3310432009264161,1.138407734063347,-1.4154852592913227,-1.7141694618482484,0.6537956059609863,-1.4584067346679992
-0.65326608501168,-0.23286757910928763,-0.40570357066373364,0.5288023523339993,0.43109197782259173,-1.5178285810798093,-0.28270686429034436,-1.1983169769542754,-0.13033876285773208,-0.4617230703171931,-0.957762369766788,-0.06571627537462797
