heart_rate_bpm,oxygen_saturation_spo2,skin_temperature_celsius,muscle_activation_emg,training_load,hydration_level,stress_index,sensor_fatigue_index,injury_event,fatigue_adjusted_load,physiological_stress_score,recovery_index,cardiovascular_load
178.33303153936382,93.73640818466698,35.198183368929534,0.6888756893806504,488.44293674198633,0.0731750987680021,0.4996702437290534,0.0044016090037862,0,490.5928715701856,0.7035598757609592,0.036611679331696935,87105.50964318814
125.92366504563223,93.32912096231404,32.827392930382004,0.1720293127893429,57.7278457980663,0.0894783829824173,0.7467467725125942,0.0003301592594764,0,57.74690518088616,0.6345448870705334,0.022660689280651344,7269.301918081609
152.86288669787135,91.7615391250286,35.547457434503684,0.3180968303083651,476.44324388649005,0.6519737139229607,0.5626667806563331,0.4722634607952153,0,701.4499791168226,0.7062717900858907,0.28512976323737527,72830.4896081868
113.86652022629936,96.07266670101488,33.888713742301746,0.7963114118313257,215.9048407321151,0.4869407132392482,0.0833025831117963,0.0292937050053706,0,222.2294934457532,0.31735616098158953,0.44637729400411835,24584.332914179326
140.05466796822915,94.7662416050863,32.31409260085761,0.5758172683109377,54.54068225984668,0.7904152503192102,0.1855802367835554,0.9745325536623746,0,107.69235262102325,0.46491907040836883,0.643729801007638,7638.677144663513
100.977751551851,98.65700992324004,37.69193694623939,0.9351721556083402,360.1207542760287,0.9162708373435314,0.2193281840309191,0.2220651745413919,0,440.09103243031274,0.24232509919427586,0.715306818508485,36364.18405395001
95.65646767103512,90.3210958048206,35.84894221438573,0.4858762675072189,491.2431368141094,0.3883668776715475,0.2578642536448449,0.4726647293648447,0,723.4364411286878,0.48850589874802713,0.2882209426203951,46990.58323527674
133.06102113288435,96.43867927555128,37.26151359122508,0.8828311292325307,484.5315752769166,0.5964100265846463,0.5654033919505043,0.0611376300122236,0,514.1546874554366,0.5078958232719089,0.25919777456039683,64472.266177471545
122.24750601483734,97.6294887851156,36.05633603007952,0.5040598937304138,122.4216550410883,0.5006966277953099,0.5039657798253935,0.5220484161712585,0,186.33168616035263,0.42163723191395774,0.24836266131250176,14965.742010981785
133.23740983524743,97.59486569188309,34.14190215284068,0.9813234508317868,131.56151272976973,0.9816106556424328,0.2031600383642089,0.3799561251474085,0,181.54911532510448,0.365016043212164,0.7821865971833999,17528.915190121454
93.6991784737481,98.86073967095524,35.07612843397287,0.9638509432589892,304.49251157884703,0.8310844073565952,0.067554843455687,0.0446600288772237,0,318.0911559388567,0.16909547426686297,0.774940630319158,28530.6981863462
104.53930729529436,97.29033742829496,36.05448056208306,0.3962230350004723,336.787171892746,0.9117377082773536,0.171432204474718,0.3351242666962247,0,449.6527259059979,0.2795671499264937,0.7554365030446395,35207.4976556089
66.32622468490275,99.27810061647696,37.76151395120863,0.8973313033751229,382.7380611496395,0.2543400875776042,0.9843813126186032,0.3914360202228556,0,532.5555245938664,0.3504571782779278,0.003972458316431689,25385.57063927504
62.05731025674777,93.32656599820892,33.52201675473018,0.8628502367940843,131.4726622124664,0.7725264231625943,0.4685469497914722,0.98992149127494,0,261.6202760517176,0.3618243546443929,0.4105615239564446,8158.839789199626
89.2167125058572,95.03209416751542,37.24986235174471,0.2896123575948065,481.55318904399553,0.2654732249976489,0.8673455047021125,0.2078858719193754,0,581.6612936239624,0.5107494178722576,0.03521621667716566,42962.592423216855
65.02332600962367,90.14079663282892,37.54446683176562,0.6618613607049427,337.432665330157,0.2087425334283899,0.8487524666688433,0.5447796153700997,0,521.2591029620276,0.5803736174303435,0.03157179328234049,21940.99420405904
69.00958566569,90.06957587303292,36.02249308795374,0.1654140840308333,431.1711134917497,0.9442661596555508,0.5115195574628737,0.9873155491986286,0,856.8730582074407,0.49316069556069964,0.4612555515413762,29754.939893079845
164.7453347281815,92.4012662045152,37.587599764408026,0.8530396485251155,293.0295718778773,0.0193044167178666,0.7066877084605435,0.7920192079401351,1,525.1146212996306,0.7654883993697223,0.005662222704350046,48275.25490427661
60.247949097253056,91.00807197139083,34.38727152486421,0.2570912951531469,236.4245814154472,0.9653887036634295,0.1927520104127122,0.9933675008820888,0,471.2810770032039,0.343365121599583,0.7793080902025815,14244.096146457223
143.95727718119028,92.60211367935752,37.718097056242655,0.163733231247188,489.73230796774817,0.1492618969888062,0.6883967049269083,0.9682983146601692,0,963.9392764075537,0.692340018661366,0.0465104989305724,70500.52960269716
91.79529609007906,91.77043294528396,36.21669726299585,0.4601971859849301,311.9546168689262,0.8194380817932682,0.2723845792632895,0.4895395420941543,0,464.6687371650977,0.4378798222844181,0.5962357846516918,28635.966422150257
172.6586668955971,90.28520024838647,32.25203460451287,0.6192299247396791,440.0931122596305,0.2759225530681031,0.8320620967541508,0.6963758498705658,0,746.563327331613,0.8901231663747884,0.046337855020498794,75985.89007268216
120.47395841796244,99.09304146406048,37.44123699091432,0.8694252627037939,478.98157836483045,0.3507023274307274,0.0837241331089099,0.1104431269411511,0,531.8818016266503,0.24634449720460547,0.32134007908731266,57704.8067548946
