heart_rate_bpm,oxygen_saturation_spo2,skin_temperature_celsius,muscle_activation_emg,training_load,hydration_level,stress_index,sensor_fatigue_index,fatigue_adjusted_load,physiological_stress_score,recovery_index,cardiovascular_load
77.91020728595807,90.1115458731183,33.51645601249072,0.7406938767063602,191.4416954261115,0.1899965092022845,0.3616908113002529,0.2976645059293142,248.4270931093952,0.47333803335110247,0.12127651764469427,14915.262173823598
81.78029287943968,94.69302996360008,37.65184659286154,0.9647700191063018,176.82155559485813,0.7051889789173547,0.9816094273320144,0.1924110378871393,210.84397462768328,0.5331675448012546,0.01296882916144218,14460.518603945624
119.2134291748638,91.71693993128493,37.25963167022359,0.1689578325366838,284.9331070117999,0.3234673347304966,0.8271867142453218,0.8839018149601086,536.7859974417527,0.687210720285869,0.05589945294908547,33967.852772325095
70.38261137501337,93.8789852895173,36.77348149876596,0.5949895742793576,100.2214397533513,0.875187213458729,0.7747235933045602,0.4496616631129225,145.2871790324148,0.4617647728695148,0.19715903063377732,7053.846645604441
72.51034482865363,90.84001714520626,33.6478212789019,0.8411077483833885,133.88623122484705,0.0819687775934905,0.6417370448140233,0.7192878001522802,230.18896395324683,0.5194616195216137,0.02936637649362598,9708.136793922513
81.78536366113097,91.28577260796878,36.73947201021707,0.6500928980789471,228.71862497431417,0.278628333089757,0.574642070621839,0.1206884678462404,256.322325390363,0.5134400561249614,0.11851677082914756,18705.835919598117
178.95607639232992,97.13914584083636,36.21779398126786,0.713363081898104,262.06282248058767,0.390515697684394,0.5085779218687151,0.8156217710403867,475.80696587604706,0.6058673273662625,0.1919080356989535,46897.73447942564
166.8700643770352,98.37729098622655,34.85175785939305,0.6813248737649626,197.86647336262467,0.0882781929684094,0.2854477871998655,0.5969602868455279,315.9849000582901,0.4659066775226374,0.0630793781275742,33017.9911480781
73.66133171602051,96.12311288840397,34.352177208821544,0.3600228842234306,51.84565269357518,0.4549350717974446,0.1001432877383511,0.8369393582910502,95.23731998911666,0.20170130423348853,0.40937637800016563,3819.019821095034
95.97386685854504,94.33080203602132,34.32829562035049,0.6921557453074728,327.33130561450747,0.0716506142314846,0.4063274730467253,0.1667455686259366,381.9123502982688,0.41354169053611445,0.04253700120855973,31415.251143680456
174.68959548280776,99.36342753398228,33.60600055861666,0.5174025376248306,231.67985184721857,0.5455743467454452,0.9330940731098544,0.2677516655395416,293.7125180512656,0.6537605283153747,0.03650215735648972,40472.05960070744
